,issn,issn_alt,context_name,journal_url,gcld3_code,language,discipline
12894,2722-4376,2722-4384,JOSEPHA: Journal of Sport Science And Physical Education,https://journal.stkippamanetalino.ac.id/index.php/JOSEPHA,id,Indonesian,Education
12895,2723-309X,2723-3103,JOEEL: Journal of English Education and Literature,https://journal.stkippamanetalino.ac.id/index.php/bahasa-inggris,en,English,Education
12896,2721-883X,2721-8848,Riemann: Research of Mathematics and Mathematics Education,https://journal.stkippamanetalino.ac.id/index.php/matematika,id,Indonesian,Education
12897,2597-9779,2597-9787,CAKRAWALA LINGUISTA,https://journal.stkipsingkawang.ac.id/index.php/Cling,id,Indonesian,"Language, Communication and Culture"
12898,2615-1707,,International Journal of Multi Discipline Science (IJ-MDS),https://journal.stkipsingkawang.ac.id/index.php/IJ-MDS,en,English,Medical and Health Sciences
12899,2614-6746,2614-6762,International Journal of Public Devotion,https://journal.stkipsingkawang.ac.id/index.php/IJPD,en,English,Studies in Human Society
12900,2477-5916,2477-8370,JBKI (Jurnal Bimbingan Konseling Indonesia),https://journal.stkipsingkawang.ac.id/index.php/JBKI,id,Indonesian,Education
12901,2597-9752,2597-9760,Journal of Educational Review and Research,https://journal.stkipsingkawang.ac.id/index.php/JERR,id,Indonesian,Education
12902,2477-5924,2477-8478,"JETL (Journal of Education, Teaching and Learning)",https://journal.stkipsingkawang.ac.id/index.php/JETL,en,English,Education
12903,2477-5959,2477-8451,JIPF (Jurnal Ilmu Pendidikan Fisika),https://journal.stkipsingkawang.ac.id/index.php/JIPF,en,English,Education
12904,2477-846X,,JP-BSI (Jurnal Pendidikan Bahasa dan Sastra Indonesia),https://journal.stkipsingkawang.ac.id/index.php/JP-BSI,id,Indonesian,"Language, Communication and Culture"
12905,2477-5940,2477-8435,JPDI (Jurnal Pendidikan Dasar Indonesia),https://journal.stkipsingkawang.ac.id/index.php/JPDI,id,Indonesian,Education
12906,2477-5967,2477-8443,JPMI (Jurnal Pendidikan Matematika Indonesia),https://journal.stkipsingkawang.ac.id/index.php/JPMI,id,Indonesian,Psychology and Cognitive Sciences
12907,2477-5282,,JURNAL TERAPAN MANAJEMEN DAN BISNIS,https://journal.stkipsingkawang.ac.id/index.php/JTMB,en,English,"Commerce, Management, Tourism and Services"
12908,2477-6254,2477-8427,Jurnal PIPSI (Jurnal Pendidikan IPS Indonesia),https://journal.stkipsingkawang.ac.id/index.php/JurnalPIPSI,id,Indonesian,Economics
12909,2477-5673,2614-722X,Didaktik : Jurnal Ilmiah PGSD STKIP Subang,https://journal.stkipsubang.ac.id/index.php/didaktik,en,English,Education
12910,2657-0246,,Selecting,https://journal.stkipypmbangko.ac.id/index.php/Selecting,en,English,Education
12911,2656-954X,2656-9582,BIOCOLONY,https://journal.stkipypmbangko.ac.id/index.php/biocolony,en,English,Biological Sciences
12912,2656-7210,,Ekopendia,https://journal.stkipypmbangko.ac.id/index.php/ekopendia,id,Indonesian,Education
12913,2302-870X,2656-5552,Mat-Edukasia,https://journal.stkipypmbangko.ac.id/index.php/mat-edukasia,en,English,Education
12914,2722-4392,,Academic Journal of Computer Science Research,https://journal.stmikglobal.ac.id/index.php/AJCSR,id,Indonesian,"Commerce, Management, Tourism and Services"
12915,2088-1762,2721-3161,JURNAL SISFOTEK GLOBAL,https://journal.stmikglobal.ac.id/index.php/sisfotek,id,Indonesian,Engineering and Technology
12916,2356-1602,2622-5999,Barista : Jurnal Kajian Bahasa dan Pariwisata,https://journal.stp-bandung.ac.id/index.php/barista,id,Indonesian,"Commerce, Management, Tourism and Services"
12917,2721-4753,,"Jurnal Kepariwisataan: Destinasi, Hospitalitas dan Perjalanan",https://journal.stp-bandung.ac.id/index.php/jk,en,English,"Commerce, Management, Tourism and Services"
12918,2798-1010,,Masyarakat Pariwisata : Journal of Community Services in Tourism,https://journal.stp-bandung.ac.id/index.php/mp,en,English,"Commerce, Management, Tourism and Services"
12919,2411-5975,,Strathmore Law Journal,https://journal.strathmore.edu/index.php/law,en,English,Law and Legal Studies
12920,2621-6124,2621-6140,PROVIDENSI : Jurnal Pendidikan dan Teologi,https://journal.sttasm.ac.id/index.php/provedensi,id,Indonesian,Studies in Human Society
12921,2714-5476,,The Way Jurnal Teologi dan Kependidikan,https://journal.sttbetheltheway.ac.id/index.php/teologi-dan-kependidikan,en,English,Education
12922,2337-4055,2776-9267,Jurnal Bangkit Indonesia,https://journal.sttindonesia.ac.id/index.php/bangkitindonesia,id,Indonesian,Economics
12923,2088-8236,2722-0079,SANCTUM DOMINE: JURNAL TEOLOGI,https://journal.sttni.ac.id/index.php/SDJT,en,English,Psychology and Cognitive Sciences
12924,2548-7558,2548-7868,Evangelikal: Jurnal Teologi Injili dan Pembinaan Warga Jemaat,https://journal.sttsimpson.ac.id/index.php/EJTI,id,Indonesian,Philosophy and Religious Studies
12925,2722-8630,,Jurnal Teologi Kontekstual Indonesia,https://journal.sttsimpson.ac.id/index.php/JTKI,id,Indonesian,"Language, Communication and Culture"
12926,0255-4402,2393-6940,Boletín de la Sociedad Zoológica del Uruguay,https://journal.szu.org.uy/index.php/Bol_SZU,en,English,Biological Sciences
12927,2162-5603,,Journal of the Text Encoding Initiative,https://journal.tei-c.org/index.php/journal,en,English,Information and Computing Sciences
12928,2221-5689,,Science Vector of Togliatti State University. Series: Economics and Management,https://journal.tltsu.ru/eng/index.php/SVSEM,ru,Russian,Economics
12929,2221-5662,,"Science Vector of Togliatti State University. Series: Pedagogy, Psychology",https://journal.tltsu.ru/eng/index.php/SVSPP,ru,Russian,Education
12930,2220-7457,,Вектор науки Тольяттинского государственного университета. Серия: Юридические науки,https://journal.tltsu.ru/rus/index.php/VNSU,ru,Russian,Studies in Human Society
12931,1735-0212,,Translation Studies Quarterly,https://journal.translationstudies.ir/ts,en,English,"Language, Communication and Culture"
12932,2301-9948,2407-6260,AGRIEKONOMIKA,https://journal.trunojoyo.ac.id/agriekonomika,id,Indonesian,Economics
12933,2548-4214,,"International Journal of Science, Engineering and Information Technology",https://journal.trunojoyo.ac.id/ijseit,en,English,Economics
12934,2747-0164,,INICIO LEGIS,https://journal.trunojoyo.ac.id/iniciolegis,id,Indonesian,Law and Legal Studies
12935,1907-9931,2476-9991,Jurnal Kelautan: Indonesian Journal of Marine Science and Technology,https://journal.trunojoyo.ac.id/jurnalkelautan,id,Indonesian,Earth and Environmental Sciences
12936,2723-7583,,Juvenil:Jurnal Ilmiah Kelautan dan Perikanan,https://journal.trunojoyo.ac.id/juvenil,id,Indonesian,Engineering and Technology
12937,1978-4597,2549-4902,Jurnal Komunikasi,https://journal.trunojoyo.ac.id/komunikasi,id,Indonesian,"Language, Communication and Culture"
12938,2528-6684,,Jurnal Pendidikan Bahasa dan Sastra Indonesia Metalingua,https://journal.trunojoyo.ac.id/metalingua,id,Indonesian,Studies in Human Society
12939,1907-5790,2502-762X,Rechtidee,https://journal.trunojoyo.ac.id/rechtidee,id,Indonesian,Law and Legal Studies
12940,2622-6952,2656-8721,Simulacra,https://journal.trunojoyo.ac.id/simulacra,en,English,Studies in Human Society
12941,2615-5788,2615-7764,Jurnal Teknik Elektro dan Komputer TRIAC,https://journal.trunojoyo.ac.id/triac,id,Indonesian,Engineering and Technology
12942,2715-2081,,Trunojoyo Law Review,https://journal.trunojoyo.ac.id/trunojoyo-law-review,en,English,Law and Legal Studies
12943,2597-4157,,Jurnal Bisnis Terapan,https://journal.ubaya.ac.id/index.php/JIBT,en,English,"Commerce, Management, Tourism and Services"
12944,2527-9017,,MPI (Media Pharmaceutica Indonesiana),https://journal.ubaya.ac.id/index.php/MPI,id,Indonesian,Medical and Health Sciences
12945,2715-7709,,Jurnal Magister Hukum ARGUMENTUM,https://journal.ubaya.ac.id/index.php/argu,en,English,Engineering and Technology
12946,2721-706X,,Journal of Entrepreneurship & Business,https://journal.ubaya.ac.id/index.php/jerb,en,English,"Commerce, Management, Tourism and Services"
12947,2302-8203,,CALYPTRA,https://journal.ubaya.ac.id/index.php/jimus,id,Indonesian,"Commerce, Management, Tourism and Services"
12948,0215-0158,2620-5963,ANIMA Indonesian Psychological Journal,https://journal.ubaya.ac.id/index.php/jpa,en,English,Psychology and Cognitive Sciences
12949,2715-6419,,KELUWIH: Jurnal Kesehatan dan Kedokteran,https://journal.ubaya.ac.id/index.php/kesdok,id,Indonesian,Medical and Health Sciences
12950,2721-2432,,KELUWIH: Jurnal Sains dan Teknologi,https://journal.ubaya.ac.id/index.php/saintek,en,English,"Commerce, Management, Tourism and Services"
12951,2722-1741,,KELUWIH: Jurnal Sosial dan Humaniora,https://journal.ubaya.ac.id/index.php/soshum,en,English,"Commerce, Management, Tourism and Services"
12952,2655-7479,,JURNAL YUSTIKA: MEDIA HUKUM DAN KEADILAN,https://journal.ubaya.ac.id/index.php/yustika,en,English,Law and Legal Studies
12953,1978-1652,2656-5498,Akuatik: Jurnal Sumberdaya Perairan,https://journal.ubb.ac.id/index.php/akuatik,en,English,Biological Sciences
12954,2656-6389,,Aquatic Science : Jurnal Ilmu Perairan,https://journal.ubb.ac.id/index.php/aquaticscience,en,English,Biological Sciences
12955,2355-5068,2622-4852,"Jurnal Ecotipe (Electronic, Control, Telecommunication, Information, and Power Engineering)",https://journal.ubb.ac.id/index.php/ecotipe,en,English,Engineering and Technology
12956,2443-2393,2722-4171,"EKOTONIA: Jurnal Penelitian Biologi, Botani, Zoologi, dan Mikrobiologi",https://journal.ubb.ac.id/index.php/ekotonia,en,English,Biological Sciences
12957,2338-2791,2621-1440,FROPIL (Forum Profesional Teknik Sipil),https://journal.ubb.ac.id/index.php/fropil,id,Indonesian,Engineering and Technology
12958,2685-8525,,Holistic Journal of Management Research,https://journal.ubb.ac.id/index.php/holistic,en,English,"Commerce, Management, Tourism and Services"
12959,2686-2956,,Journal of Integrated Agribusiness,https://journal.ubb.ac.id/index.php/jia,en,English,Agricultural and Veterinary Sciences
12960,2776-1460,2797-6513,Jurnal Riset Fisika Indonesia,https://journal.ubb.ac.id/index.php/jrfi,en,English,Engineering and Technology
12961,2623-2227,2623-2235,Journal of Tropical Marine Science,https://journal.ubb.ac.id/index.php/jtms,en,English,Biological Sciences
12962,2622-6448,,Jurnal Pengabdian Kepada Masyarakat Universitas Bangka Belitung,https://journal.ubb.ac.id/index.php/lppm,id,Indonesian,"Language, Communication and Culture"
12963,2502-2040,2581-0138,Machine : Jurnal Teknik Mesin,https://journal.ubb.ac.id/index.php/machine,en,English,Engineering and Technology
12964,2620-729X,,MINERAL,https://journal.ubb.ac.id/index.php/mineral,en,English,Engineering and Technology
12965,1978-4619,2655-2094,PROGRESIF: Jurnal Hukum,https://journal.ubb.ac.id/index.php/progresif,en,English,Law and Legal Studies
12966,2354-7316,2620-7737,PROMINE,https://journal.ubb.ac.id/index.php/promine,en,English,Engineering and Technology
12967,2714-674X,2714-8173,Stannum : Jurnal Sains dan Terapan Kimia,https://journal.ubb.ac.id/index.php/stannum,en,English,Engineering and Technology
12968,1979-360X,2598-6767,Jurnal Akuntansi Bisnis,https://journal.ubm.ac.id/index.php/akuntansi-bisnis,en,English,"Commerce, Management, Tourism and Services"
12969,2621-9840,,"Jurnal Algoritma, Logika dan Komputasi",https://journal.ubm.ac.id/index.php/alu,en,English,Information and Computing Sciences
12970,2615-6423,,Bricolage : Jurnal Magister Ilmu Komunikasi,https://journal.ubm.ac.id/index.php/bricolage,id,Indonesian,"Language, Communication and Culture"
12971,2621-2757,,Journal of Business & Applied Management,https://journal.ubm.ac.id/index.php/business-applied-management,id,Indonesian,"Commerce, Management, Tourism and Services"
12972,1907-0896,2598-6775,Business Management Journal,https://journal.ubm.ac.id/index.php/business-management,en,English,"Commerce, Management, Tourism and Services"
12973,2597-8896,,Journal of English Language and Culture,https://journal.ubm.ac.id/index.php/english-language-culture,en,English,Education
12974,2615-6431,2620-7907,JBASE - Journal of Business and Audit Information Systems,https://journal.ubm.ac.id/index.php/jbase,id,Indonesian,Information and Computing Sciences
12975,1979-1720,2579-8154,JIEMS (Journal of Industrial Engineering and Management Systems),https://journal.ubm.ac.id/index.php/jiems,en,English,"Commerce, Management, Tourism and Services"
12976,2623-0488,,"Journal FAME: Journal Food and Beverage, Product and Services, Accomodation Industry, Entertainment Services",https://journal.ubm.ac.id/index.php/journal-fame,id,Indonesian,Studies in Human Society
12977,1979-3707,2581-0871,Psibernetika,https://journal.ubm.ac.id/index.php/psibernetika,en,English,Psychology and Cognitive Sciences
12978,1978-7413,2579-8146,SEMIOTIKA: Jurnal Komunikasi,https://journal.ubm.ac.id/index.php/semiotika,en,English,"Language, Communication and Culture"
12979,2621-2749,,Jurnal Titik Imaji,https://journal.ubm.ac.id/index.php/titik-imaji,id,Indonesian,Built Environment and Design
12980,2477-2607,,AKSEN,https://journal.uc.ac.id/index.php/AKSEN,id,Indonesian,"Commerce, Management, Tourism and Services"
12981,2686-4479,2686-5505,"JOURNAL OF ACCOUNTING, ENTREPRENEURSHIP AND FINANCIAL TECHNOLOGY (JAEF)",https://journal.uc.ac.id/index.php/JAEF,en,English,"Commerce, Management, Tourism and Services"
12982,2302-1802,2580-9393,Jurnal Entrepreneur dan Entrepreneurship,https://journal.uc.ac.id/index.php/JEE,en,English,"Commerce, Management, Tourism and Services"
12983,2685-8630,2686-2786,"Jurnal LeECOM (Leverage, Engagement, Empowerment of Community)",https://journal.uc.ac.id/index.php/LeECOM,id,Indonesian,"Language, Communication and Culture"
12984,2656-2057,2656-8519,Calathu: Jurnal Ilmu Komunikasi,https://journal.uc.ac.id/index.php/calathu,id,Indonesian,"Commerce, Management, Tourism and Services"
12985,2685-9203,2686-5610,MEDIA AKUNTANSI DAN PERPAJAKAN INDONESIA,https://journal.uc.ac.id/index.php/mapi,en,English,"Commerce, Management, Tourism and Services"
12986,2655-8203,2656-5005,MODA,https://journal.uc.ac.id/index.php/moda,id,Indonesian,Engineering and Technology
12987,2527-4635,,PERFORMA,https://journal.uc.ac.id/index.php/performa,id,Indonesian,Medical and Health Sciences
12988,2598-649X,2598-6503,Psychopreneur Journal,https://journal.uc.ac.id/index.php/psy,en,English,Psychology and Cognitive Sciences
12989,2548-3552,,Review of Management and Entrepreneurship,https://journal.uc.ac.id/index.php/rome,en,English,"Commerce, Management, Tourism and Services"
12990,2636-9109,,Asian Social Science and Humanities Research Journal (ASHREJ),https://journal.ucyp.edu.my/index.php/ASHREJ,en,English,"Commerce, Management, Tourism and Services"
12991,2723-4630,,Indonesian Journal of Chemometrics and Pharmaceutical Analysis,https://journal.ugm.ac.id/v3/IJCPA,en,English,Medical and Health Sciences
12992,2089-7200,2339-0948,Journal of Food and Pharmaceutical Sciences,https://journal.ugm.ac.id/v3/JFPS,en,English,Chemical Sciences
12993,2721-3870,2721-3889,Journal of Social Development Studies,https://journal.ugm.ac.id/v3/JSDS,id,Indonesian,"Commerce, Management, Tourism and Services"
12994,2528-3294,2579-8871,ARKAVI [Arsip Kardiovaskular Indonesia),https://journal.uhamka.ac.id/index.php/arkavi,id,Indonesian,Medical and Health Sciences
12995,2746-1424,,ELLTER Journal,https://journal.uhamka.ac.id/index.php/ellter-j,en,English,"Language, Communication and Culture"
12996,2686-0171,,CHRONOLOGIA,https://journal.uhamka.ac.id/index.php/jhe,id,Indonesian,Economics
12997,2086-2881,2598-621X,JKP | Jurnal Kepemimpinan Pendidikan,https://journal.uhamka.ac.id/index.php/jkp,en,English,Education
12998,1411-7029,2621-1645,KOMUNIKA,https://journal.uhamka.ac.id/index.php/komunika,id,Indonesian,"Language, Communication and Culture"
12999,2443-2911,2502-2318,Omega: Jurnal Fisika dan Pendidikan Fisika,https://journal.uhamka.ac.id/index.php/omega,en,English,Education
13000,2745-8687,,Sanus Medical Journal,https://journal.uhamka.ac.id/index.php/smj,en,English,Medical and Health Sciences
13001,2613-9472,2746-3702,Jurnal Bahasa Jepang Taiyou,https://journal.uhamka.ac.id/index.php/taiyou,id,Indonesian,"Language, Communication and Culture"
13002,2722-2330,,Asian Journal of Islamic Management,https://journal.uii.ac.id/AJIM,en,English,"Commerce, Management, Tourism and Services"
13003,2721-1940,,AUTOMATA,https://journal.uii.ac.id/AUTOMATA,id,Indonesian,Engineering and Technology
13004,0853-1544,,Buletin Perpustakaan,https://journal.uii.ac.id/Buletin-Perpustakaan,id,Indonesian,Information and Computing Sciences
13005,2622-7126,2622-7401,Indonesian Journal of Chemical Analysis (IJCA),https://journal.uii.ac.id/IJCA,id,Indonesian,Engineering and Technology
13006,2549-9947,2614-1426,International Journal of Chemistry Education Research,https://journal.uii.ac.id/IJCER,en,English,Education
13007,0854-8498,2527-502X,Jurnal Hukum IUS QUIA IUSTUM,https://journal.uii.ac.id/IUSTUM,en,English,Law and Legal Studies
13008,1410-2420,,Jurnal Akuntansi dan Auditing Indonesia,https://journal.uii.ac.id/JAAI,en,English,"Commerce, Management, Tourism and Services"
13009,2686-097X,2798-0227,Jurnal Abdimas Madani dan Lestari (JAMALI),https://journal.uii.ac.id/JAMALI,id,Indonesian,Studies in Human Society
13010,2715-9019,2715-9027,Journal of Appropriate Technology for Community Services,https://journal.uii.ac.id/JATTEC,en,English,Engineering and Technology
13011,2657-1935,,Journal of Contemporary Accounting,https://journal.uii.ac.id/JCA,en,English,"Commerce, Management, Tourism and Services"
13012,2088-9968,2614-6908,Jurnal Ekonomi dan Keuangan Islam,https://journal.uii.ac.id/JEKI,en,English,"Commerce, Management, Tourism and Services"
13013,2086-3128,2502-180X,Economic Journal of Emerging Markets,https://journal.uii.ac.id/JEP,en,English,Economics
13014,2528-3758,,Journal of Islamic Economics Lariba,https://journal.uii.ac.id/JIELariba,en,English,"Commerce, Management, Tourism and Services"
13015,1693-8666,,Jurnal Ilmiah Farmasi,https://journal.uii.ac.id/JIF,id,Indonesian,Medical and Health Sciences
13016,2085-4145,2527-2950,JKKI : Jurnal Kedokteran dan Kesehatan Indonesia,https://journal.uii.ac.id/JKKI,en,English,Medical and Health Sciences
13017,2686-2379,2686-3464,Prophetic Law Review,https://journal.uii.ac.id/JPLR,id,Indonesian,Law and Legal Studies
13018,0853-7666,2528-7001,Jurnal Siasat Bisnis,https://journal.uii.ac.id/JSB,en,English,"Commerce, Management, Tourism and Services"
13019,2085-1227,2502-6119,Jurnal Sains & Teknologi Lingkungan,https://journal.uii.ac.id/JSTL,id,Indonesian,Engineering and Technology
13020,2656-193X,,al-Mawarid Jurnal Syari'ah & Hukum,https://journal.uii.ac.id/JSYH,en,English,Law and Legal Studies
13021,2620-5386,2620-5394,Lex Renaissance,https://journal.uii.ac.id/Lex-Renaissance,en,English,Law and Legal Studies
13022,1412-0992,2527-922X,Millah: Jurnal Studi Agama,https://journal.uii.ac.id/Millah,en,English,Studies in Human Society
13023,2715-0992,,Proceeding of National Conference on Accounting & Finance,https://journal.uii.ac.id/NCAF,id,Indonesian,"Commerce, Management, Tourism and Services"
13024,1410-1289,2579-6518,Psikologika: Jurnal Pemikiran dan Penelitian Psikologi,https://journal.uii.ac.id/Psikologika,en,English,Psychology and Cognitive Sciences
13025,2654-6086,2656-3991,Refleksi Pembelajaran Inovatif,https://journal.uii.ac.id/RPI,id,Indonesian,Education
13026,2085-4447,2579-4337,JIP (Jurnal Intervensi Psikologi),https://journal.uii.ac.id/intervensipsikologi,en,English,Education
13027,2580-1260,,Journal of Architectural Research and Design Studies,https://journal.uii.ac.id/jards,en,English,Built Environment and Design
13028,1907-848X,2548-7647,Jurnal Komunikasi,https://journal.uii.ac.id/jurnal-komunikasi,en,English,"Language, Communication and Culture"
13029,0853-8697,2655-6529,Teknoin,https://journal.uii.ac.id/jurnal-teknoin,en,English,Engineering and Technology
13030,1979-519x,,Khazanah: Jurnal Mahasiswa,https://journal.uii.ac.id/khazanah,en,English,Biological Sciences
13031,0853-8557,2746-0185,Teknisia,https://journal.uii.ac.id/teknisia,en,English,Engineering and Technology
13032,2685-8681,2685-8924,at-thullab Jurnal Mahasiswa Studi Islam,https://journal.uii.ac.id/thullab,id,Indonesian,"Commerce, Management, Tourism and Services"
13033,2715-274x,,UNILIB : Jurnal Perpustakaan,https://journal.uii.ac.id/unilib,id,Indonesian,Education
13034,2716-2516,,Islamic EduKids,https://journal.uinmataram.ac.id/index.php/IEK,id,Indonesian,Education
13035,2685-0176,2722-0176,AL - AFAQ : Jurnal Ilmu Falak dan Astronomi,https://journal.uinmataram.ac.id/index.php/afaq,id,Indonesian,Physical Sciences
13036,2088-1169,2714-6391,Al-IHKAM: Jurnal Hukum Keluarga Jurusan Ahwal al-Syakhshiyyah Fakultas Syariah IAIN Mataram,https://journal.uinmataram.ac.id/index.php/alihkam,en,English,Law and Legal Studies
13037,2541-2663,,Al-Tazkiah : Jurnal Bimbingan dan Konseling Islam,https://journal.uinmataram.ac.id/index.php/altazkiah,en,English,Psychology and Cognitive Sciences
13038,2302-3155,2714-5808,Cordova Journal : languages and culture studies,https://journal.uinmataram.ac.id/index.php/cordova,en,English,"Language, Communication and Culture"
13039,2622-8777,,EDULANGUE,https://journal.uinmataram.ac.id/index.php/edulangue,en,English,"Language, Communication and Culture"
13040,2623-2529,2714-5573,el-'Umdah,https://journal.uinmataram.ac.id/index.php/el-umdah,en,English,Philosophy and Religious Studies
13041,2086-3594,2527-4651,eL-HIKMAH: Jurnal Kajian dan Penelitian Pendidikan Islam,https://journal.uinmataram.ac.id/index.php/elhikmah,id,Indonesian,Education
13042,2087-8389,2656-4289,El Midad,https://journal.uinmataram.ac.id/index.php/elmidad,id,Indonesian,Studies in Human Society
13043,2087-3638,2655-7746,El-Tsaqafah : Jurnal Jurusan PBA,https://journal.uinmataram.ac.id/index.php/eltsaqafah,en,English,"Language, Communication and Culture"
13044,2655-9714,,IQTISHADUNA,https://journal.uinmataram.ac.id/index.php/iqtishaduna,en,English,Economics
13045,2685-8258,2715-3118,Journal of Enterprise and Development,https://journal.uinmataram.ac.id/index.php/jed,id,Indonesian,"Commerce, Management, Tourism and Services"
13046,1829-6491,2580-9652,JURNAL PENELITIAN KEISLAMAN,https://journal.uinmataram.ac.id/index.php/jpk,id,Indonesian,"Language, Communication and Culture"
13047,2086-3349,2597-9310,KOMUNIKE,https://journal.uinmataram.ac.id/index.php/komunike,en,English,"Language, Communication and Culture"
13048,2086-3357,2540-9182,KOMUNITAS,https://journal.uinmataram.ac.id/index.php/komunitas,en,English,Studies in Human Society
13049,2686-5262,,Mu'amalat: Jurnal Kajian Hukum Ekonomi Syariah,https://journal.uinmataram.ac.id/index.php/muamalat,en,English,Economics
13050,2715-1166,,Politea : Jurnal Politik Islam,https://journal.uinmataram.ac.id/index.php/politea,id,Indonesian,Studies in Human Society
13051,1978-9378,2580-9644,QAWWAM,https://journal.uinmataram.ac.id/index.php/qawwam,id,Indonesian,Studies in Human Society
13052,2654-6612,2656-0798,SANGKéP: Jurnal Kajian Sosial Keagamaan,https://journal.uinmataram.ac.id/index.php/sangkep,en,English,Philosophy and Religious Studies
13053,2337-3741,2579-5287,Schemata: Jurnal Pasca Sarjana IAIN Mataram,https://journal.uinmataram.ac.id/index.php/schemata,id,Indonesian,"Language, Communication and Culture"
13054,2715-5994,,SOCIETY,https://journal.uinmataram.ac.id/index.php/society,id,Indonesian,Education
13055,2745-6854,,SPIN JURNAL KIMIA & PENDIDIKAN KIMIA,https://journal.uinmataram.ac.id/index.php/spin,id,Indonesian,Education
13056,1829-6483,2614-1736,TASÂMUH,https://journal.uinmataram.ac.id/index.php/tasamuh,en,English,Education
13057,1829-5940,2503-4510,Jurnal Tatsqif,https://journal.uinmataram.ac.id/index.php/tatsqif,en,English,Education
13058,2528-1054,2540-8461,Al-Bayan: Jurnal Studi Ilmu Al- Qur'an dan Tafsir,https://journal.uinsgd.ac.id/index.php/Al-Bayan,id,Indonesian,"Language, Communication and Culture"
13059,2540-9050,2540-9069,Diroyah : Jurnal Studi Ilmu Hadis,https://journal.uinsgd.ac.id/index.php/Diroyah,en,English,Law and Legal Studies
13060,2528-7230,2528-7249,Religious: Jurnal Studi Agama-Agama dan Lintas Budaya,https://journal.uinsgd.ac.id/index.php/Religious,en,English,Studies in Human Society
13061,2549-208X,2721-5237,Ta'lim al-'Arabiyyah: Jurnal Pendidikan Bahasa Arab & Kebahasaaraban,https://journal.uinsgd.ac.id/index.php/Talim,id,Indonesian,"Language, Communication and Culture"
13062,1978-8312,2657-2125,ADLIYA: Jurnal Hukum dan Kemanusiaan,https://journal.uinsgd.ac.id/index.php/adliya,id,Indonesian,Law and Legal Studies
13063,2407-1897,2407-1927,al-Kimiya: Jurnal Ilmu Kimia dan Terapan,https://journal.uinsgd.ac.id/index.php/ak,id,Indonesian,Engineering and Technology
13064,2655-9420,,AKSY: Jurnal Ilmu Akuntansi dan Bisnis Syariah,https://journal.uinsgd.ac.id/index.php/aksy,id,Indonesian,Economics
13065,2615-5605,2620-5238,Al-Aulad: Journal of Islamic Primary Education,https://journal.uinsgd.ac.id/index.php/al-aulad,en,English,Education
13066,2623-2006,2654-4431,Al-Khidmat,https://journal.uinsgd.ac.id/index.php/al-khidmat,id,Indonesian,Economics
13067,2745-8741,2746-3990,Al-Ahwal Al-Syakhsiyyah: Jurnal Hukum Keluarga dan Peradilan Islam,https://journal.uinsgd.ac.id/index.php/al-syakhsiyyah,en,English,Philosophy and Religious Studies
13068,2549-5135,2549-5143,Jurnal Analisa,https://journal.uinsgd.ac.id/index.php/analisa,id,Indonesian,Studies in Human Society
13069,2550-1097,,Anida (Aktualisasi Nuansa Ilmu Dakwah),https://journal.uinsgd.ac.id/index.php/anida,id,Indonesian,Education
13070,2086-9029,2654-5675,Asy-Syari'ah,https://journal.uinsgd.ac.id/index.php/asy-syariah,id,Indonesian,Law and Legal Studies
13071,2503-5282,2598-0971,Atthulab: Islamic Religion Teaching and Learning Journal,https://journal.uinsgd.ac.id/index.php/atthulab,id,Indonesian,"Commerce, Management, Tourism and Services"
13072,2746-8585,2746-8593,Az-Zahra: Journal of Gender and Family Studies,https://journal.uinsgd.ac.id/index.php/azzahra,id,Indonesian,Studies in Human Society
13073,2541-4208,2548-1606,Jurnal Biodjati,https://journal.uinsgd.ac.id/index.php/biodjati,en,English,Biological Sciences
13074,2338-7173,2615-0417,Jurnal BIOEDUIN : Program Studi Pendidikan Biologi,https://journal.uinsgd.ac.id/index.php/bioeduin,id,Indonesian,Earth and Environmental Sciences
13075,2549-8452,,Communicatus: Jurnal Ilmu komunikasi,https://journal.uinsgd.ac.id/index.php/cjik,id,Indonesian,"Language, Communication and Culture"
13076,2774-2687,2775-0868,Finansha- Journal of Sharia Financial Management,https://journal.uinsgd.ac.id/index.php/finansha,en,English,"Commerce, Management, Tourism and Services"
13077,2089-8835,2722-2772,Hanifiya: Jurnal Studi Agama-Agama,https://journal.uinsgd.ac.id/index.php/hanifiya,en,English,Studies in Human Society
13078,2621-1343,,Hijai - Journal on Arabic Language and Literature,https://journal.uinsgd.ac.id/index.php/hijai,en,English,"Language, Communication and Culture"
13079,2088-2289,2723-4185,Historia Madania: Jurnal Ilmu Sejarah,https://journal.uinsgd.ac.id/index.php/historia,en,English,Philosophy and Religious Studies
13080,2548-8708,,Ilmu Dakwah: Academic Journal for Homiletic Studies,https://journal.uinsgd.ac.id/index.php/idajhs,en,English,Education
13081,2656-3754,2657-0165,Indonesian Journal of Halal Research (IJHAR),https://journal.uinsgd.ac.id/index.php/ijhar,en,English,"Commerce, Management, Tourism and Services"
13082,2302-9366,2302-9781,International Journal of Islamic Khazanah,https://journal.uinsgd.ac.id/index.php/ijik,en,English,Studies in Human Society
13083,2252-5904,2355-651X,International Journal of Nusantara Islam,https://journal.uinsgd.ac.id/index.php/ijni,en,English,Studies in Human Society
