issn,issn_alt,context_name,journal_url,language
2178-1206,,Rebento,http://www.periodicos.ia.unesp.br/index.php/rebento,Portuguese
2179-8478,,Cadernos Benjaminianos,http://www.periodicos.letras.ufmg.br/index.php/cadernosbenjaminianos,Portuguese
0103-2178,2238-3824,Caligrama: Revista de Estudos Românicos,http://www.periodicos.letras.ufmg.br/index.php/caligrama,Portuguese
2359-0076,,Revista do Centro de Estudos Portugueses,http://www.periodicos.letras.ufmg.br/index.php/cesp,Portuguese
2359-2494,,Revista Com Censo: Estudos Educacionais do Distrito Federal,http://www.periodicos.se.df.gov.br/index.php/comcenso,Portuguese
1984-4247,1984-4255,Argumentos - Revista de Filosofia,http://www.periodicos.ufc.br/index.php/argumentos,English
0374-5686,2526-7639,Arquivos de Ciências do Mar,http://www.periodicos.ufc.br/index.php/arquivosdecienciadomar,English
1984-3100,2176-9923,Revista Aval,http://www.periodicos.ufc.br/index.php/aval,English
1678-2089,2178-9258,Contextus – Revista Contemporânea de Economia e Gestão,http://www.periodicos.ufc.br/index.php/contextus,Portuguese
2317-2010,,Revista Dialectus - Revista de Filosofia,http://www.periodicos.ufc.br/index.php/dialectus,Portuguese
2594-4207,,Revista Dizer,http://www.periodicos.ufc.br/index.php/dizer,Portuguese
2448-0789,,Em Perspectiva,http://www.periodicos.ufc.br/index.php/emperspectiva,Portuguese
1980-4571,2596-2817,Entrelaces - Revista do Programa de Pós-Graduação em Letras-UFC,http://www.periodicos.ufc.br/index.php/entrelaces,Portuguese
2316-400X,,Revista Extensão em Ação,http://www.periodicos.ufc.br/index.php/extensaoemacao,Portuguese
0103-2410,,Geologia,http://www.periodicos.ufc.br/index.php/geologia,Indonesian
2525-3468,,Informação em Pauta,http://www.periodicos.ufc.br/index.php/informacaoempauta,Portuguese
1983-5000,,Revista Labor,http://www.periodicos.ufc.br/index.php/labor,Portuguese
1807-3840,,Nomos: Revista do Programa de Pós-Graduação em Direito da UFC,http://www.periodicos.ufc.br/index.php/nomos,Portuguese
2179-9938,,Passagens,http://www.periodicos.ufc.br/index.php/passagens,Portuguese
0102-1222,2179-1740,Revista de Psicologia,http://www.periodicos.ufc.br/index.php/psicologiaufc,English
1517-3852,2175-6783,Rev Rene,http://www.periodicos.ufc.br/index.php/rene,Portuguese
2525-9563,,Revista de Saúde Digital e Tecnologias Educacionais,http://www.periodicos.ufc.br/index.php/resdite,Portuguese
2318-4620,,Revista de Ciências Sociais,http://www.periodicos.ufc.br/index.php/revcienso,Portuguese
0100-1302,2447-6595,Revista de Medicina da UFC,http://www.periodicos.ufc.br/index.php/revistademedicinadaufc,Portuguese
0101-8051,2358-4793,Revista de Letras,http://www.periodicos.ufc.br/index.php/revletras,Portuguese
2446-8959,,Transversal,http://www.periodicos.ufc.br/index.php/transversal,Portuguese
2594-5491,,Revista Vazantes,http://www.periodicos.ufc.br/index.php/vazantes,Portuguese
2178-7727,,Acta Scientiae,http://www.periodicos.ulbra.br/index.php/acta,Portuguese
2236-8396,,STOMATOS,http://www.periodicos.ulbra.br/index.php/stomatos,English
1518-4919,2358-0801,TEXTURA - Revista de Educação e Letras,http://www.periodicos.ulbra.br/index.php/txra,Portuguese
1679-5237,,REVISTA VETERINÃRIA EM FOCO,http://www.periodicos.ulbra.br/index.php/veterinaria,Portuguese
2177-8868,,Littera Online,http://www.periodicoseletronicos.ufma.br/index.php/littera,Portuguese
2447-6498,,Revista Interdisciplinar em Cultura e Sociedade,http://www.periodicoseletronicos.ufma.br/index.php/ricultsociedade,Portuguese
2178-2865,,Revista de Políticas Públicas,http://www.periodicoseletronicos.ufma.br/index.php/rppublica,Portuguese
2675-7028,,Terra de Pretos,http://www.periodicoseletronicos.ufma.br/index.php/terradepretos,Portuguese
2674-6972,,Revista Turismo & Cidades,http://www.periodicoseletronicos.ufma.br/index.php/turismoecidades,Portuguese
2237-941X,,ECOS - Estudos Contemporâneos da Subjetividade,http://www.periodicoshumanas.uff.br/ecos,Portuguese
2531-0755,,PHRASIS | Rivista di studi fraseologici e paremiologici,http://www.phrasis.it/rivista/index.php/rp,English
1819-270X,2073-1183,Pakistan Journal of Physiology,http://www.pjp.pps.org.pk/index.php/PJP,English
1605-6574,2663-290X,Plant Introduction,http://www.plantintroduction.org/index.php/pi,English
1665-2037,,Política y gobierno,http://www.politicaygobierno.cide.edu/index.php/pyg,Spanish
2623-2405,,Radioterapi & Onkologi Indonesia,http://www.pori.or.id/journal/index.php/JORI,Indonesian
1980-6493,,Revista Crítica Cultural,http://www.portaldeperiodicos.unisul.br/index.php/Critica_Cultural,English
1984-3372,,Revista Eletrônica de Estratégia & Negócios,http://www.portaldeperiodicos.unisul.br/index.php/EeN,Portuguese
2317-5907,,Journal of Research in Dentistry,http://www.portaldeperiodicos.unisul.br/index.php/JR_Dentistry,English
1982-4017,,Linguagem em (Dis)curso,http://www.portaldeperiodicos.unisul.br/index.php/Linguagem_Discurso,English
2179-2534,,Poiésis - Revista do Programa de Pós-Graduação em Educação,http://www.portaldeperiodicos.unisul.br/index.php/Poiesis,Portuguese
2358-601X,,Unisul de Fato e de Direito: revista jurídica da Universidade do Sul de Santa Catarina,http://www.portaldeperiodicos.unisul.br/index.php/U_Fato_Direito,Portuguese
2238-8753,,Revista Gestão & Sustentabilidade Ambiental,http://www.portaldeperiodicos.unisul.br/index.php/gestao_ambiental,Portuguese
2358-0593,,Revista Memorare,http://www.portaldeperiodicos.unisul.br/index.php/memorare_grupep,Portuguese
1980-900X,,Geociências (São Paulo),http://www.ppegeo.igc.usp.br/index.php/GEOSP,Portuguese
2317-4692,,Brazilian Journal of Geology,http://www.ppegeo.igc.usp.br/index.php/bjg,English
2356-6507,,Journal of Phytopathology and Pest Management,http://www.ppmj.net/index.php/ppmj,English
2448-685X,,Advances in Engineering and Innovation,http://www.progreso.tecnm.mx/revistaAEI/index.php/aei,Spanish
2007-9273,,Protrepsis,http://www.protrepsis.cucsh.udg.mx/index.php/prot,Spanish
0033-2364,2449-7959,Welding Technology Review,http://www.pspaw.pl/index.php/pspaw,Polish
1870-4115,,Revista Pueblos y fronteras digital,http://www.pueblosyfronteras.unam.mx/index.php/index.php/pyf,Spanish
2241-1925,,Qualitative and Quantitative Methods in Libraries,http://www.qqml-journal.net/index.php/qqml,English
1438-5627,,Forum Qualitative Sozialforschung / Forum: Qualitative Social Research,http://www.qualitative-research.net/index.php/fqs,German
1674-4527,2397-6209,Research in Astronomy and Astrophysics (RAA),http://www.raa-journal.org/raa/index.php/raa,English
2395-7220,,International Journal Of Management And Economics Invention,http://www.rajournals.in/index.php/ijmei,English
2394-6709,,RA Journal Of Applied Research,http://www.rajournals.in/index.php/rajar,English
2723-2433,2723-2441,Randwick International of Education and Linguistics Science Journal,http://www.randwickresearch.com/index.php/rielsj,English
2722-5666,2722-5674,Randwick International of Social Science Journal,http://www.randwickresearch.com/index.php/rissj,English
1984-4956,,RBFF - Revista Brasileira de Futsal e Futebol,http://www.rbff.com.br/index.php/rbff,Portuguese
2236-1065,,Revista Brasileira de Herbicidas,http://www.rbherbicidas.com.br/index.php/rbh,Portuguese
1981-9927,,RBNE - Revista Brasileira de Nutrição Esportiva,http://www.rbne.com.br/index.php/rbne,English
1981-9919,,"RBONE - Revista Brasileira de Obesidade, Nutrição e Emagrecimento",http://www.rbone.com.br/index.php/rbone,Portuguese
1981-9900,,RBPFEX - Revista Brasileira de Prescrição e Fisiologia do Exercício,http://www.rbpfex.com.br/index.php/rbpfex,English
2307-695X,,Revista Cubana de Ciencias Biológicas,http://www.rccb.uh.cu/index.php/RCCB,Spanish
2408-9893,,Revista Cubana de Economía Internacional,http://www.rcei.uh.cu/index.php/RCEI,Spanish
0257-4314,2518-2730,Revista Cubana de Educación Superior,http://www.rces.uh.cu/index.php/RCES,Spanish
2594-858X,,Revista de Direitos Fundamentais e Tributação,http://www.rdft.com.br/revista,Portuguese
2173-0040,,Re-visiones,http://www.re-visiones.net/index.php/RE-VISIONES,Spanish
2530-6707,,Revista Española de Enfermería de Salud Mental,http://www.reesme.com/index.php/REESM-AEESME,Spanish
2316-2058,,Revista de Empreendedorismo e Gestão de Pequenas Empresas,http://www.regepe.org.br/index.php/regepe,Portuguese
2448-2889,,Revista Livre de Sustentabilidade e Empreendedorismo,http://www.relise.eco.br/index.php/relise,Portuguese
2675-1909,,REMATEC,http://www.rematec.net.br/index.php/rematec,Portuguese
1984-5642,,REVISTA BRASILEIRA DE ESTUDOS ESTRATÉGICOS,http://www.rest.uff.br/index.php/rest,Portuguese
2078-7170,,CorSalud,http://www.revcorsalud.sld.cu/index.php/cors,Spanish
1982-7199,,Revista Eletrônica de Educação,http://www.reveduc.ufscar.br/index.php/reveduc,Portuguese
2308-0132,,Estudios del Desarrollo Social: Cuba y América Latina,http://www.revflacso.uh.cu/index.php/EDS,Spanish
1028-9933,,Revista Información Científica,http://www.revinfcientifica.sld.cu/index.php/ric,Spanish
1665-5672,,ANALES DE OTORRINOLARINGOLOGÍA MEXICANA,http://www.revisionporpares.com/index.php/AORL,Spanish
0187-4829,,BOLETÍN DEL COLEGIO MEXICANO DE UROLOGÍA,http://www.revisionporpares.com/index.php/BCMUrol,Spanish
0300-9041,2594-2034,GINECOLOGÍA Y OBSTETRICIA DE MÉXICO,http://www.revisionporpares.com/index.php/GOM,Spanish
0186-4866,,MEDICINA INTERNA DE MÉXICO,http://www.revisionporpares.com/index.php/MIM,Spanish
2448-4709,,REVISTA DE HEMATOLOGÍA,http://www.revisionporpares.com/index.php/RHematol,Spanish
2395-9851,,PATOLOGÍA REVISTA LATINOAMERICANA,http://www.revisionporpares.com/index.php/RevPatol,Spanish
1886-4171,,Revista Internacional de Organizaciones,http://www.revista-rio.org/index.php/revista_rio,Spanish
2675-0104,,Revista de Iniciação Científica e Extensão da Faculdade de Direito de Franca,http://www.revista.direitofranca.br/index.php/icfdf,Portuguese
1983-4225,,Revista Eletrônica da Faculdade de Direito de Franca,http://www.revista.direitofranca.br/index.php/refdf,Portuguese
2413-4341,,Revista Paraguaya de Reumatología,http://www.revista.spr.org.py/index.php/spr,Spanish
1516-3210,,A&C - Revista de Direito Administrativo & Constitucional,http://www.revistaaec.com/index.php/revistaaec,Portuguese
2339-9694,,"Aloma: Revista de Psicologia, Ciències de l'Educació i de l'Esport",http://www.revistaaloma.net/index.php/aloma,English
2386-3811,,Revista - Andelma - Magazine,http://www.revistaandelma.es/index.php/andelma,Spanish
1578-4541,,Revista AquaTIC,http://www.revistaaquatic.com/ojs/index.php/aquatic,Spanish
0717-2257,0718-3631,Revista de Ciencias Sociales ISSN: 0718-3631,http://www.revistacienciasociales.cl/ojs/index.php/publicacion,Spanish
2411-0760,,"Revista Científica da UEM. Série Ciências Agronómicas, Florestais e Veterinárias",http://www.revistacientifica.uem.mz/revista/index.php/cafv,English
2307-3896,,Revista Científica da UEM: Série Ciências Biomédicas e Saúde Pública,http://www.revistacientifica.uem.mz/revista/index.php/cbsp,Portuguese
2307-3918,,Revista Científica da UEM: Série Letras e Ciências Sociais,http://www.revistacientifica.uem.mz/revista/index.php/lcs,English
2178-0544,2358-3622,COORTE - Revista Científica do Hospital Santa Rosa,http://www.revistacoorte.com.br/index.php/coorte,Portuguese
0253-9268,2224-7939,Revista Cubana de Física,http://www.revistacubanadefisica.org/index.php/rcf,English
0797-4302,2301-0908,Revista Derecho Público,http://www.revistaderechopublico.com.uy/ojs/index.php/Rdp,Spanish
2448-6876,,Diarios del Terruño. Reflexiones sobre Migración y Movilidad.,http://www.revistadiariosdelterruno.com/ojs/index.php/DT,Spanish
2179-9660,,REVISTA FAIPE,http://www.revistafaipe.com.br/index.php/RFAIPE,Portuguese
2177-1383,,Revista FIDES,http://www.revistafides.ufrn.br/index.php/br,Portuguese
1696-3083,,Revista Galega de Dereito Social,http://www.revistagalegadedereitosocial.gal/index.php/RGDS,Spanish
1022-5129,1609-722X,Revista de Gastroenterología del Perú,http://www.revistagastroperu.com/index.php/rgp,Spanish
2177-3246,,Revista de Geopolítica,http://www.revistageopolitica.com.br/index.php/revistageopolitica,Portuguese
2664-1488,2664-1496,Revista Innova Educación,http://www.revistainnovaeducacion.com/index.php/rie,English
1405-1451,,Journal Jalisciense Legal,http://www.revistajuridicajalisciense.cucsh.udg.mx/index.php/RJJ,Spanish
2448-6108,,Kinesis Revista Veracruzana de Investigación Docente,http://www.revistakinesis.com/index.php/journal,Spanish
1729-4827,2223-7666,LIBERABIT. Revista Peruana de Psicología,http://www.revistaliberabit.com/index.php/Liberabit,English
2683-1740,,Revista Mexicana de Estudios de los Movimientos Sociales,http://www.revistamovimientos.mx/ojs/index.php/movimientos,Spanish
0719-9511,,Revista Pensamiento Académico,http://www.revistapensamientoacademico.cl/index.php/Repeac2,Spanish
1390-7719,2528-8156,Revista PUCE,http://www.revistapuce.edu.ec/index.php/revpuce,Spanish
0719-8477,,REDER,http://www.revistareder.com/ojs/index.php/reder,Spanish
0185-3929,2448-7554,Relaciones Estudios de Historia y Sociedad,http://www.revistarelaciones.com/index.php/relaciones,Spanish
0326-3428,2346-8548,"Revista de Nefrología, Diálisis y Trasplante",http://www.revistarenal.org.ar/index.php/rndt,Spanish
2588-0837,,Revista Facultad de Jurisprudencia,http://www.revistarfjpuce.edu.ec/index.php/rfj,English
2697-3227,,Academic Magazine of Design and Brand Management,http://www.revistas.espol.edu.ec/index.php/brandon,Spanish
1390-8391,1390-9894,Compendium: Cuadernos de Economía y Administración,http://www.revistas.espol.edu.ec/index.php/compendium,Spanish
1390-3802,2661-6890,Matemática,http://www.revistas.espol.edu.ec/index.php/matematica,Spanish
2659-5699,,Journal of Physical Education and Human Movement,http://www.revistas.uma.es/index.php/JPEHM,Spanish
2660-437X,,Revista de Estudios Jurídico Laborales y de Seguridad Social (REJLSS),http://www.revistas.uma.es/index.php/REJLSS,Spanish
2530-1233,2603-6053,RAPHISA. Revista de Antropología y Filosofía de lo Sagrado,http://www.revistas.uma.es/index.php/Raphisa,Spanish
0210-9506,2340-5074,Acta Botanica Malacitana,http://www.revistas.uma.es/index.php/abm,Spanish
2695-7809,,BAETICA. Estudios de Historia Moderna y Contemporánea,http://www.revistas.uma.es/index.php/baetica,Spanish
2695-415X,,Boletín de Arte,http://www.revistas.uma.es/index.php/boletin-de-arte,Spanish
1889-6855,1989-3787,Claridades. Revista de Filosofía,http://www.revistas.uma.es/index.php/claridades,Spanish
1136-4076,2659-921X,Contrastes. Revista Internacional de Filosofía,http://www.revistas.uma.es/index.php/contrastes,Spanish
2444-877X,2444-8788,European Journal of Family Business,http://www.revistas.uma.es/index.php/ejfb,Spanish
1138-2635,1989-3809,Escritos de Psicología - Psychological Writings,http://www.revistas.uma.es/index.php/espsi,English
1578-6676,,Estudios Nietzsche,http://www.revistas.uma.es/index.php/estnie,Spanish
2530-6014,,Revista Eviterna,http://www.revistas.uma.es/index.php/eviterna,Spanish
2172-0150,,Fotocinema. Revista Científica de Cine y Fotografía,http://www.revistas.uma.es/index.php/fotocinema,Spanish
1889-433X,,"i+Diseño. Revista Científico-Académica Internacional de Innovación, Investigación y Desarrollo en Diseño",http://www.revistas.uma.es/index.php/idiseno,Spanish
2444-2925,,Innoeduca. International Journal of Technology and Educational Innovation,http://www.revistas.uma.es/index.php/innoeduca,Spanish
2530-4550,,Revista Practicum,http://www.revistas.uma.es/index.php/iop,Spanish
2695-2769,,Márgenes Revista de Educación de la Universidad de Málaga,http://www.revistas.uma.es/index.php/mgn,Spanish
1989-4996,2007-9699,Metafísica y Persona,http://www.revistas.uma.es/index.php/myp,English
2659-9228,,Naturaleza y Libertad. Revista de Estudios Interdisciplinares,http://www.revistas.uma.es/index.php/naturaleza-y-libertad,Spanish
1989-8754,,Revista Jurídica de Investigación e Innovación Educativa (REJIE Nueva Época),http://www.revistas.uma.es/index.php/rejienuevaepoca,English
1989-5097,,Entreculturas. Revista de Traducción y Comunicación Intercultural,http://www.revistas.uma.es/index.php/revtracom,Spanish
2255-0461,,Revista Iberoamericana de Ciencias de la Actividad Física y el Deporte,http://www.revistas.uma.es/index.php/riccafd,English
2792-176X,,Studia Hegeliana,http://www.revistas.uma.es/index.php/shegel,English
2603-6967,,TRANS. Revista de Traductología,http://www.revistas.uma.es/index.php/trans,Spanish
2444-9792,2530-8521,TSN. Transatlantic Studies Network,http://www.revistas.uma.es/index.php/transatlantic-studies-network,Spanish
2695-639X,,Trasvases entre la Literatura y el Cine,http://www.revistas.uma.es/index.php/trasvases,Spanish
2659-5354,2659-8574,UMÁTICA. Revista sobre Creación y Análisis de la Imagen,http://www.revistas.uma.es/index.php/umatica,English
2256-5647,,Anuario Colombiano de Historia Social y de la Cultura,http://www.revistas.unal.edu.co/index.php/achsc,Spanish
0120-2812,2323-0118,Acta Agronómica,http://www.revistas.unal.edu.co/index.php/acta_agronomica,Spanish
0120-548X,1900-1649,Acta Biológica Colombiana,http://www.revistas.unal.edu.co/index.php/actabiol,Spanish
2027-7822,,Acta Odontológica Colombiana,http://www.revistas.unal.edu.co/index.php/actaodontocol,Spanish
0120-9965,2357-3732,Agronomía Colombiana,http://www.revistas.unal.edu.co/index.php/agrocol,Spanish
0121-4705,,Análisis Político,http://www.revistas.unal.edu.co/index.php/anpol,Spanish
0123-3475,1909-8758,Revista Colombiana de Biotecnología,http://www.revistas.unal.edu.co/index.php/biotecnologia,Spanish
0124-7913,2027-145X,Bitácora Urbano Territorial,http://www.revistas.unal.edu.co/index.php/bitacora,Spanish
0366-5232,2357-3759,Caldasia,http://www.revistas.unal.edu.co/index.php/cal,Spanish
2462-8522,,Case reports,http://www.revistas.unal.edu.co/index.php/care,English
0121-4772,2248-4337,Cuadernos de Economía,http://www.revistas.unal.edu.co/index.php/ceconomia,Spanish
2389-7481,,Ciencia Política,http://www.revistas.unal.edu.co/index.php/cienciapol,Spanish
0012-7353,2346-2183,DYNA,http://www.revistas.unal.edu.co/index.php/dyna,English
0121-117X,2619-6573,Ensayos de Economía,http://www.revistas.unal.edu.co/index.php/ede,Spanish
1794-6190,2339-3459,Earth Sciences Research Journal,http://www.revistas.unal.edu.co/index.php/esrj,Spanish
0120-1751,2389-8976,Revista Colombiana de Estadística,http://www.revistas.unal.edu.co/index.php/estad,English
2389-9794,,Revista Colombiana de Pensamiento Estético e Historia del Arte,http://www.revistas.unal.edu.co/index.php/estetica,Spanish
0120-338X,2256-5469,Forma y Función,http://www.revistas.unal.edu.co/index.php/formayfuncion,Spanish
2216-1767,2216-1775,Forum. Revista Departamento de Ciencia Política,http://www.revistas.unal.edu.co/index.php/forum,Spanish
0124-177X,2357-5905,Gestión y Ambiente,http://www.revistas.unal.edu.co/index.php/gestion,Spanish
2145-132X,,HiSTOReLo. Revista de Historia Regional y Local,http://www.revistas.unal.edu.co/index.php/historelo,Spanish
0121-8417,2357-4720,Historia y sociedad,http://www.revistas.unal.edu.co/index.php/hisysoc,Spanish
0120-0062,2011-3668,Ideas y Valores,http://www.revistas.unal.edu.co/index.php/idval,Spanish
2145-5074,2145-5082,Mundo Amazónico,http://www.revistas.unal.edu.co/index.php/imanimundo,English
0120-5609,2248-8723,Ingeniería e Investigación,http://www.revistas.unal.edu.co/index.php/ingeinv,English
2256-5477,,Desde el Jardín de Freud,http://www.revistas.unal.edu.co/index.php/jardin,Spanish
0123-5931,2256-5450,"Literatura: teoría, historia, crítica",http://www.revistas.unal.edu.co/index.php/lthc,Spanish
0120-3045,2256-5752,Maguaré,http://www.revistas.unal.edu.co/index.php/maguare,Spanish
2011-1177,,Matices en Lenguas Extranjeras,http://www.revistas.unal.edu.co/index.php/male,Spanish
2011-9860,,Morfolia,http://www.revistas.unal.edu.co/index.php/morfolia,Spanish
2357-4933,,NOVUM,http://www.revistas.unal.edu.co/index.php/novum,Spanish
2357-6170,,Pensamiento Jurídico,http://www.revistas.unal.edu.co/index.php/peju,Spanish
1657-0790,2256-5760,Profile: Issues in Teachers' Professional Development,http://www.revistas.unal.edu.co/index.php/profile,Spanish
0121-5469,2344-8644,Revista Colombiana de Psicología,http://www.revistas.unal.edu.co/index.php/psicologia,Spanish
0120-3630,2357-3740,Boletín de Ciencias de la Tierra,http://www.revistas.unal.edu.co/index.php/rbct,Spanish
0034-7418,1909-6356,Revista Colombiana de Ciencias Químico-Farmacéuticas,http://www.revistas.unal.edu.co/index.php/rccquifa,English
0121-215X,2256-5442,Cuadernos de Geografía: Revista Colombiana de Geografía,http://www.revistas.unal.edu.co/index.php/rcg,Spanish
0120-2804,2357-3791,Revista Colombiana de Química,http://www.revistas.unal.edu.co/index.php/rcolquim,Spanish
2357-4100,,Revista Colombiana de Matemáticas,http://www.revistas.unal.edu.co/index.php/recolma,English
2256-5485,,Revista Colombiana de Sociología,http://www.revistas.unal.edu.co/index.php/recs,Spanish
0304-2847,2248-7026,Revista Facultad Nacional de Agronomía Medellín,http://www.revistas.unal.edu.co/index.php/refame,English
0120-2952,2357-3813,Revista de la Facultad de Medicina Veterinaria y de Zootecnia,http://www.revistas.unal.edu.co/index.php/remevez,Spanish
2389-8437,2462-9103,"Revista Ciudades, Estados y Política",http://www.revistas.unal.edu.co/index.php/revcep,Spanish
0120-0011,2357-3848,Revista de la Facultad de Medicina,http://www.revistas.unal.edu.co/index.php/revfacmed,Spanish
0121-747X,2357-5549,Revista de la Facultad de Ciencias,http://www.revistas.unal.edu.co/index.php/rfc,Spanish
2215-9703,,Saga – Revista de Estudiantes de Filosofía,http://www.revistas.unal.edu.co/index.php/saga,Spanish
0123-4986,2256-5493,Trabajo Social,http://www.revistas.unal.edu.co/index.php/tsocial,Spanish
1980-7570,,Revista Eletrônica da Faculdade de Direito de Campos,http://www.revistas.uniflu.edu.br:8088/seer/ojs-3.0.2/index.php/direito,Portuguese
2525-4421,,Revista Científica Multidisciplinar UNIFLU,http://www.revistas.uniflu.edu.br:8088/seer/ojs-3.0.2/index.php/multidisciplinar,Portuguese
2683-8648,,Revista Electrónica de Divulgación de Metodologías emergentes en el desarrollo de las STEM,http://www.revistas.unp.edu.ar/index.php/rediunp,Spanish
2347-081X,,Textos y Contextos desde el sur,http://www.revistas.unp.edu.ar/index.php/textosycontextos,Spanish
2618-4311,2618-4427,REVISTA ARGENTINA DE MEDICINA,http://www.revistasam.com.ar/index.php/RAM,Spanish
2683-152X,,Prolija Memoria. Segunda época,http://www.revistaselclaustro.mx/index.php/prolijamemoria2e,Spanish
2359-3229,,Revista Eletrônica de Direito da Faculdade Estácio do Pará,http://www.revistasfap.com/ojs3/index.php/direito,Portuguese
2358-1948,,Revista de Administração e Contabilidade - RAC,http://www.revistasfap.com/ojs3/index.php/rac,Portuguese
2595-8798,,Revista de Tecnologia da Informação e Comunicação da Faculdade Estácio do Pará,http://www.revistasfap.com/ojs3/index.php/tic,Portuguese
1980-5160,,Sistemas & Gestão,http://www.revistasg.uff.br/index.php/sg,Portuguese
0210-2633,2340-9037,Cuadernos Económicos de ICE,http://www.revistasice.com/index.php/CICE,Afrikaans
0019-977X,2340-8790,"ICE, Revista de Economía",http://www.revistasice.com/index.php/ICE,Afrikaans
2695-7191,,Revista de Derecho Público: Teoría y método,http://www.revistasmarcialpons.es/revistaderechopublico,Spanish
1579-6302,,Revista Española de Derecho Europeo,http://www.revistasmarcialpons.es/revistaespanoladerechoeuropeo,Spanish
1885-527X,,Revista Terapia Ocupacional Galicia,http://www.revistatog.es/ojs/index.php/tog,Spanish
2007-2538,2448-7295,Valenciana,http://www.revistavalenciana.ugto.mx/index.php/valenciana,Spanish
2594-0198,,Vivienda y Comunidades Sustentables,http://www.revistavivienda.cuaad.udg.mx/index.php/rv,Spanish
1792-7927,,Rhythmos,http://www.rhythmos.gr/index.php/Rhythmos,English
2007-9117,,RIESED - Revista Internacional de Estudios sobre Sistemas Educativos,http://www.riesed.org/index.php/RIESED,Spanish
1122-1259,,Teoria. Rivista di filosofia,http://www.rivistateoria.it/journal/index.php/teoria,English
0253-5696,2410-5546,Revista del Jardín Botánico Nacional,http://www.rjbn.uh.cu/index.php/RJBN,Spanish
1998-4197,,Bissea,http://www.rjbn.uh.cu/index.php/bissea,Spanish
1026-8774,2007-2902,Revista Mexicana de Ciencias Geológicas,http://www.rmcg.unam.mx/index.php/rmcg,English
2007-7335,,Revista Mexicana de Historia de la Educación,http://www.rmhe.somehide.org/index.php/revista,Spanish
0188-9532,2395-9126,Mexican Journal of Biomedical Engineering,http://www.rmib.mx/index.php/rmib,English
0776-3808,,Aegaeum,http://www.royaljms.com/index.php/aegaeum,English
1812-7096,,Региональные проблемы преобразования экономики,http://www.rppe.ru/new/index.php/rppe,Russian
2446-5763,,South American Development Society Journal,http://www.sadsj.org/index.php/revista,Portuguese
0254-3486,2222-4173,Suid-Afrikaans Tydskrif vir Natuurwetenskap en Tegnologie / <i>South African Journal of Science and Technology</i>,http://www.satnt.ac.za/index.php/satnt,Afrikaans
1679-1010,2525-2933,Revista da Sociedade Brasileira de Clínica Médica,http://www.sbcm.org.br/ojs3/index.php/rsbcm,Portuguese
2447-2670,,Sociologies in Dialogue,http://www.sbsociologia.com.br/sid/index.php/sid,English
2576-1382,2576-1390,Advances in Politics and Economics,http://www.scholink.org/ojs/index.php/ape,English
2474-4980,,Applied Science and Innovative Research,http://www.scholink.org/ojs/index.php/asir,English
2640-9674,2640-9682,Advances in Social Science and Culture,http://www.scholink.org/ojs/index.php/assc,English
2576-5388,2576-5396,"Communication, Society and Media",http://www.scholink.org/ojs/index.php/csm,English
2576-3709,2576-3717,Children and Teenagers,http://www.scholink.org/ojs/index.php/ct,English
2578-1359,2578-1367,Energy and Earth Science,http://www.scholink.org/ojs/index.php/ees,English
2576-2052,,"Economics, Law and Policy",http://www.scholink.org/ojs/index.php/elp,English
2690-3644,2690-3652,"Education, Language and Sociology Research",http://www.scholink.org/ojs/index.php/elsr,English
2640-9836,2640-9844,English Language Teaching and Linguistics Studies,http://www.scholink.org/ojs/index.php/eltls,English
2690-3474,,"Economics, Politics and Regional Development",http://www.scholink.org/ojs/index.php/eprd,English
2690-3679,2690-3687,"Education, Society and Human Studies",http://www.scholink.org/ojs/index.php/eshs,English
2690-3520,2690-3539,Frontiers of Contemporary Education,http://www.scholink.org/ojs/index.php/fce,English
2576-1846,2576-1854,Frontiers in Education Technology,http://www.scholink.org/ojs/index.php/fet,English
2576-1951,2576-196X,Global Research in Higher Education,http://www.scholink.org/ojs/index.php/grhe,English
2640-9852,2640-9860,International Business & Economics Studies,http://www.scholink.org/ojs/index.php/ibes,English
2576-201X,,International Journal of Accounting and Finance Studies,http://www.scholink.org/ojs/index.php/ijafs,English
2575-1565,2575-1581,Journal of Asian Research,http://www.scholink.org/ojs/index.php/jar,English
2329-2644,2372-9759,Journal of Business Theory and Practice,http://www.scholink.org/ojs/index.php/jbtp,English
2573-0401,2573-041X,Journal of Education and Culture Studies,http://www.scholink.org/ojs/index.php/jecs,English
2377-1038,2377-1046,Journal of Economics and Public Finance,http://www.scholink.org/ojs/index.php/jepf,English
2642-2417,,"Journal of Economics, Trade and Marketing Management",http://www.scholink.org/ojs/index.php/jetmm,English
2690-3695,2690-3709,Journal of Economics and Technology Research,http://www.scholink.org/ojs/index.php/jetr,English
2642-2328,,"Journal of Education, Teaching and Social Studies",http://www.scholink.org/ojs/index.php/jetss,English
2640-9895,2640-9909,Journal of Psychology & Behavior Research,http://www.scholink.org/ojs/index.php/jpbr,English
2576-2435,2576-2451,Journal of Research in Philosophy and History,http://www.scholink.org/ojs/index.php/jrph,English
2470-4393,2470-4407,Research in Economics and Management,http://www.scholink.org/ojs/index.php/rem,English
2470-6205,2470-6213,Research in Health Science,http://www.scholink.org/ojs/index.php/rhs,English
2470-637X,2470-6388,Sustainability in Environment,http://www.scholink.org/ojs/index.php/se,English
